Age,Sex,Fare,Name,Cabin,Parch,SibSp,Pclass,Ticket,Embarked,Survived,PassengerId
49.0,male,0.0,"Johnson, Mr. Alfred",,0,0,3,LINE,S,0,598
,male,7.225,"Boulos, Mr. Hanna",,0,0,3,2664,C,0,599
49.0,male,56.9292,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",A20,0,1,1,PC 17485,C,1,600
24.0,female,27.0,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",,1,2,2,243847,S,1,601
,male,7.8958,"Slabenoff, Mr. Petco",,0,0,3,349214,S,0,602
,male,42.4,"Harrington, Mr. Charles H",,0,0,1,113796,S,0,603
44.0,male,8.05,"Torber, Mr. Ernst William",,0,0,3,364511,S,0,604
35.0,male,26.55,"Homer, Mr. Harry (""Mr E Haven"")",,0,0,1,111426,C,1,605
36.0,male,15.55,"Lindell, Mr. Edvard Bengtsson",,0,1,3,349910,S,0,606
30.0,male,7.8958,"Karaic, Mr. Milan",,0,0,3,349246,S,0,607
27.0,male,30.5,"Daniel, Mr. Robert Williams",,0,0,1,113804,S,1,608
22.0,female,41.5792,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",,2,1,2,SC/Paris 2123,C,1,609
40.0,female,153.4625,"Shutes, Miss. Elizabeth W",C125,0,0,1,PC 17582,S,1,610
39.0,female,31.275,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",,5,1,3,347082,S,0,611
,male,7.05,"Jardin, Mr. Jose Neto",,0,0,3,SOTON/O.Q. 3101305,S,0,612
,female,15.5,"Murphy, Miss. Margaret Jane",,0,1,3,367230,Q,1,613
,male,7.75,"Horgan, Mr. John",,0,0,3,370377,Q,0,614
35.0,male,8.05,"Brocklebank, Mr. William Alfred",,0,0,3,364512,S,0,615
24.0,female,65.0,"Herman, Miss. Alice",,2,1,2,220845,S,1,616
34.0,male,14.4,"Danbom, Mr. Ernst Gilbert",,1,1,3,347080,S,0,617
26.0,female,16.1,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",,0,1,3,A/5. 3336,S,0,618
4.0,female,39.0,"Becker, Miss. Marion Louise",F4,1,2,2,230136,S,1,619
26.0,male,10.5,"Gavey, Mr. Lawrence",,0,0,2,31028,S,0,620
27.0,male,14.4542,"Yasbeck, Mr. Antoni",,0,1,3,2659,C,0,621
42.0,male,52.5542,"Kimball, Mr. Edwin Nelson Jr",D19,0,1,1,11753,S,1,622
20.0,male,15.7417,"Nakid, Mr. Sahid",,1,1,3,2653,C,1,623
21.0,male,7.8542,"Hansen, Mr. Henry Damsgaard",,0,0,3,350029,S,0,624
21.0,male,16.1,"Bowen, Mr. David John ""Dai""",,0,0,3,54636,S,0,625
61.0,male,32.3208,"Sutton, Mr. Frederick",D50,0,0,1,36963,S,0,626
57.0,male,12.35,"Kirkland, Rev. Charles Leonard",,0,0,2,219533,Q,0,627
21.0,female,77.9583,"Longley, Miss. Gretchen Fiske",D9,0,0,1,13502,S,1,628
26.0,male,7.8958,"Bostandyeff, Mr. Guentcho",,0,0,3,349224,S,0,629
,male,7.7333,"O'Connell, Mr. Patrick D",,0,0,3,334912,Q,0,630
80.0,male,30.0,"Barkworth, Mr. Algernon Henry Wilson",A23,0,0,1,27042,S,1,631
51.0,male,7.0542,"Lundahl, Mr. Johan Svensson",,0,0,3,347743,S,0,632
32.0,male,30.5,"Stahelin-Maeglin, Dr. Max",B50,0,0,1,13214,C,1,633
,male,0.0,"Parr, Mr. William Henry Marsh",,0,0,1,112052,S,0,634
9.0,female,27.9,"Skoog, Miss. Mabel",,2,3,3,347088,S,0,635
28.0,female,13.0,"Davis, Miss. Mary",,0,0,2,237668,S,1,636
32.0,male,7.925,"Leinonen, Mr. Antti Gustaf",,0,0,3,STON/O 2. 3101292,S,0,637
31.0,male,26.25,"Collyer, Mr. Harvey",,1,1,2,C.A. 31921,S,0,638
41.0,female,39.6875,"Panula, Mrs. Juha (Maria Emilia Ojala)",,5,0,3,3101295,S,0,639
,male,16.1,"Thorneycroft, Mr. Percival",,0,1,3,376564,S,0,640
20.0,male,7.8542,"Jensen, Mr. Hans Peder",,0,0,3,350050,S,0,641
24.0,female,69.3,"Sagesser, Mlle. Emma",B35,0,0,1,PC 17477,C,1,642
2.0,female,27.9,"Skoog, Miss. Margit Elizabeth",,2,3,3,347088,S,0,643
,male,56.4958,"Foo, Mr. Choong",,0,0,3,1601,S,1,644
0.75,female,19.2583,"Baclini, Miss. Eugenie",,1,2,3,2666,C,1,645
48.0,male,76.7292,"Harper, Mr. Henry Sleeper",D33,0,1,1,PC 17572,C,1,646
19.0,male,7.8958,"Cor, Mr. Liudevit",,0,0,3,349231,S,0,647
56.0,male,35.5,"Simonius-Blumer, Col. Oberst Alfons",A26,0,0,1,13213,C,1,648
,male,7.55,"Willey, Mr. Edward",,0,0,3,S.O./P.P. 751,S,0,649
23.0,female,7.55,"Stanley, Miss. Amy Zillah Elsie",,0,0,3,CA. 2314,S,1,650
,male,7.8958,"Mitkoff, Mr. Mito",,0,0,3,349221,S,0,651
18.0,female,23.0,"Doling, Miss. Elsie",,1,0,2,231919,S,1,652
21.0,male,8.4333,"Kalvik, Mr. Johannes Halvorsen",,0,0,3,8475,S,0,653
,female,7.8292,"O'Leary, Miss. Hanora ""Norah""",,0,0,3,330919,Q,1,654
18.0,female,6.75,"Hegarty, Miss. Hanora ""Nora""",,0,0,3,365226,Q,0,655
24.0,male,73.5,"Hickman, Mr. Leonard Mark",,0,2,2,S.O.C. 14879,S,0,656
,male,7.8958,"Radeff, Mr. Alexander",,0,0,3,349223,S,0,657
32.0,female,15.5,"Bourke, Mrs. John (Catherine)",,1,1,3,364849,Q,0,658
23.0,male,13.0,"Eitemiller, Mr. George Floyd",,0,0,2,29751,S,0,659
58.0,male,113.275,"Newell, Mr. Arthur Webster",D48,2,0,1,35273,C,0,660
50.0,male,133.65,"Frauenthal, Dr. Henry William",,0,2,1,PC 17611,S,1,661
40.0,male,7.225,"Badt, Mr. Mohamed",,0,0,3,2623,C,0,662
47.0,male,25.5875,"Colley, Mr. Edward Pomeroy",E58,0,0,1,5727,S,0,663
36.0,male,7.4958,"Coleff, Mr. Peju",,0,0,3,349210,S,0,664
20.0,male,7.925,"Lindqvist, Mr. Eino William",,0,1,3,STON/O 2. 3101285,S,1,665
32.0,male,73.5,"Hickman, Mr. Lewis",,0,2,2,S.O.C. 14879,S,0,666
25.0,male,13.0,"Butler, Mr. Reginald Fenton",,0,0,2,234686,S,0,667
,male,7.775,"Rommetvedt, Mr. Knud Paust",,0,0,3,312993,S,0,668
43.0,male,8.05,"Cook, Mr. Jacob",,0,0,3,A/5 3536,S,0,669
,female,52.0,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",C126,0,1,1,19996,S,1,670
40.0,female,39.0,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",,1,1,2,29750,S,1,671
31.0,male,52.0,"Davidson, Mr. Thornton",B71,0,1,1,F.C. 12750,S,0,672
70.0,male,10.5,"Mitchell, Mr. Henry Michael",,0,0,2,C.A. 24580,S,0,673
31.0,male,13.0,"Wilhelms, Mr. Charles",,0,0,2,244270,S,1,674
,male,0.0,"Watson, Mr. Ennis Hastings",,0,0,2,239856,S,0,675
18.0,male,7.775,"Edvardsson, Mr. Gustaf Hjalmar",,0,0,3,349912,S,0,676
24.5,male,8.05,"Sawyer, Mr. Frederick Charles",,0,0,3,342826,S,0,677
18.0,female,9.8417,"Turja, Miss. Anna Sofia",,0,0,3,4138,S,1,678
43.0,female,46.9,"Goodwin, Mrs. Frederick (Augusta Tyler)",,6,1,3,CA 2144,S,0,679
36.0,male,512.3292,"Cardeza, Mr. Thomas Drake Martinez",B51 B53 B55,1,0,1,PC 17755,C,1,680
,female,8.1375,"Peters, Miss. Katie",,0,0,3,330935,Q,0,681
27.0,male,76.7292,"Hassab, Mr. Hammad",D49,0,0,1,PC 17572,C,1,682
20.0,male,9.225,"Olsvigen, Mr. Thor Anderson",,0,0,3,6563,S,0,683
14.0,male,46.9,"Goodwin, Mr. Charles Edward",,2,5,3,CA 2144,S,0,684
60.0,male,39.0,"Brown, Mr. Thomas William Solomon",,1,1,2,29750,S,0,685
25.0,male,41.5792,"Laroche, Mr. Joseph Philippe Lemercier",,2,1,2,SC/Paris 2123,C,0,686
14.0,male,39.6875,"Panula, Mr. Jaako Arnold",,1,4,3,3101295,S,0,687
19.0,male,10.1708,"Dakic, Mr. Branko",,0,0,3,349228,S,0,688
18.0,male,7.7958,"Fischer, Mr. Eberhard Thelander",,0,0,3,350036,S,0,689
15.0,female,211.3375,"Madill, Miss. Georgette Alexandra",B5,1,0,1,24160,S,1,690
31.0,male,57.0,"Dick, Mr. Albert Adrian",B20,0,1,1,17474,S,1,691
4.0,female,13.4167,"Karun, Miss. Manca",,1,0,3,349256,C,1,692
,male,56.4958,"Lam, Mr. Ali",,0,0,3,1601,S,1,693
25.0,male,7.225,"Saad, Mr. Khalil",,0,0,3,2672,C,0,694
60.0,male,26.55,"Weir, Col. John",,0,0,1,113800,S,0,695
52.0,male,13.5,"Chapman, Mr. Charles Henry",,0,0,2,248731,S,0,696
44.0,male,8.05,"Kelly, Mr. James",,0,0,3,363592,S,0,697
,female,7.7333,"Mullens, Miss. Katherine ""Katie""",,0,0,3,35852,Q,1,698
49.0,male,110.8833,"Thayer, Mr. John Borland",C68,1,1,1,17421,C,0,699
42.0,male,7.65,"Humblen, Mr. Adolf Mathias Nicolai Olsen",F G63,0,0,3,348121,S,0,700
18.0,female,227.525,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",C62 C64,0,1,1,PC 17757,C,1,701
35.0,male,26.2875,"Silverthorne, Mr. Spencer Victor",E24,0,0,1,PC 17475,S,1,702
18.0,female,14.4542,"Barbara, Miss. Saiide",,1,0,3,2691,C,0,703
25.0,male,7.7417,"Gallagher, Mr. Martin",,0,0,3,36864,Q,0,704
26.0,male,7.8542,"Hansen, Mr. Henrik Juul",,0,1,3,350025,S,0,705
39.0,male,26.0,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",,0,0,2,250655,S,0,706
45.0,female,13.5,"Kelly, Mrs. Florence ""Fannie""",,0,0,2,223596,S,1,707
42.0,male,26.2875,"Calderhead, Mr. Edward Pennington",E24,0,0,1,PC 17476,S,1,708
22.0,female,151.55,"Cleaver, Miss. Alice",,0,0,1,113781,S,1,709
,male,15.2458,"Moubarek, Master. Halim Gonios (""William George"")",,1,1,3,2661,C,1,710
24.0,female,49.5042,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",C90,0,0,1,PC 17482,C,1,711
,male,26.55,"Klaber, Mr. Herman",C124,0,0,1,113028,S,0,712
48.0,male,52.0,"Taylor, Mr. Elmer Zebley",C126,0,1,1,19996,S,1,713
29.0,male,9.4833,"Larsson, Mr. August Viktor",,0,0,3,7545,S,0,714
52.0,male,13.0,"Greenberg, Mr. Samuel",,0,0,2,250647,S,0,715
19.0,male,7.65,"Soholt, Mr. Peter Andreas Lauritz Andersen",F G73,0,0,3,348124,S,0,716
38.0,female,227.525,"Endres, Miss. Caroline Louise",C45,0,0,1,PC 17757,C,1,717
27.0,female,10.5,"Troutt, Miss. Edwina Celia ""Winnie""",E101,0,0,2,34218,S,1,718
,male,15.5,"McEvoy, Mr. Michael",,0,0,3,36568,Q,0,719
33.0,male,7.775,"Johnson, Mr. Malkolm Joackim",,0,0,3,347062,S,0,720
6.0,female,33.0,"Harper, Miss. Annie Jessie ""Nina""",,1,0,2,248727,S,1,721
17.0,male,7.0542,"Jensen, Mr. Svend Lauritz",,0,1,3,350048,S,0,722
34.0,male,13.0,"Gillespie, Mr. William Henry",,0,0,2,12233,S,0,723
50.0,male,13.0,"Hodges, Mr. Henry Price",,0,0,2,250643,S,0,724
27.0,male,53.1,"Chambers, Mr. Norman Campbell",E8,0,1,1,113806,S,1,725
20.0,male,8.6625,"Oreskovic, Mr. Luka",,0,0,3,315094,S,0,726
30.0,female,21.0,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",,0,3,2,31027,S,1,727
,female,7.7375,"Mannion, Miss. Margareth",,0,0,3,36866,Q,1,728
25.0,male,26.0,"Bryhl, Mr. Kurt Arnold Gottfrid",,0,1,2,236853,S,0,729
25.0,female,7.925,"Ilmakangas, Miss. Pieta Sofia",,0,1,3,STON/O2. 3101271,S,0,730
29.0,female,211.3375,"Allen, Miss. Elisabeth Walton",B5,0,0,1,24160,S,1,731
11.0,male,18.7875,"Hassan, Mr. Houssein G N",,0,0,3,2699,C,0,732
,male,0.0,"Knight, Mr. Robert J",,0,0,2,239855,S,0,733
23.0,male,13.0,"Berriman, Mr. William John",,0,0,2,28425,S,0,734
23.0,male,13.0,"Troupiansky, Mr. Moses Aaron",,0,0,2,233639,S,0,735
28.5,male,16.1,"Williams, Mr. Leslie",,0,0,3,54636,S,0,736
48.0,female,34.375,"Ford, Mrs. Edward (Margaret Ann Watson)",,3,1,3,W./C. 6608,S,0,737
35.0,male,512.3292,"Lesurer, Mr. Gustave J",B101,0,0,1,PC 17755,C,1,738
,male,7.8958,"Ivanoff, Mr. Kanio",,0,0,3,349201,S,0,739
,male,7.8958,"Nankoff, Mr. Minko",,0,0,3,349218,S,0,740
,male,30.0,"Hawksford, Mr. Walter James",D45,0,0,1,16988,S,1,741
36.0,male,78.85,"Cavendish, Mr. Tyrell William",C46,0,1,1,19877,S,0,742
21.0,female,262.375,"Ryerson, Miss. Susan Parker ""Suzette""",B57 B59 B63 B66,2,2,1,PC 17608,C,1,743
24.0,male,16.1,"McNamee, Mr. Neal",,0,1,3,376566,S,0,744
31.0,male,7.925,"Stranden, Mr. Juho",,0,0,3,STON/O 2. 3101288,S,1,745
70.0,male,71.0,"Crosby, Capt. Edward Gifford",B22,1,1,1,WE/P 5735,S,0,746
16.0,male,20.25,"Abbott, Mr. Rossmore Edward",,1,1,3,C.A. 2673,S,0,747
30.0,female,13.0,"Sinkkonen, Miss. Anna",,0,0,2,250648,S,1,748
19.0,male,53.1,"Marvin, Mr. Daniel Warner",D30,0,1,1,113773,S,0,749
31.0,male,7.75,"Connaghton, Mr. Michael",,0,0,3,335097,Q,0,750
4.0,female,23.0,"Wells, Miss. Joan",,1,1,2,29103,S,1,751
6.0,male,12.475,"Moor, Master. Meier",E121,1,0,3,392096,S,1,752
33.0,male,9.5,"Vande Velde, Mr. Johannes Joseph",,0,0,3,345780,S,0,753
23.0,male,7.8958,"Jonkoff, Mr. Lalio",,0,0,3,349204,S,0,754
48.0,female,65.0,"Herman, Mrs. Samuel (Jane Laver)",,2,1,2,220845,S,1,755
0.67,male,14.5,"Hamalainen, Master. Viljo",,1,1,2,250649,S,1,756
28.0,male,7.7958,"Carlsson, Mr. August Sigfrid",,0,0,3,350042,S,0,757
18.0,male,11.5,"Bailey, Mr. Percy Andrew",,0,0,2,29108,S,0,758
34.0,male,8.05,"Theobald, Mr. Thomas Leonard",,0,0,3,363294,S,0,759
33.0,female,86.5,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",B77,0,0,1,110152,S,1,760
,male,14.5,"Garfirth, Mr. John",,0,0,3,358585,S,0,761
41.0,male,7.125,"Nirva, Mr. Iisakki Antino Aijo",,0,0,3,SOTON/O2 3101272,S,0,762
20.0,male,7.2292,"Barah, Mr. Hanna Assi",,0,0,3,2663,C,1,763
36.0,female,120.0,"Carter, Mrs. William Ernest (Lucile Polk)",B96 B98,2,1,1,113760,S,1,764
16.0,male,7.775,"Eklund, Mr. Hans Linus",,0,0,3,347074,S,0,765
51.0,female,77.9583,"Hogeboom, Mrs. John C (Anna Andrews)",D11,0,1,1,13502,S,1,766
,male,39.6,"Brewe, Dr. Arthur Jackson",,0,0,1,112379,C,0,767
30.5,female,7.75,"Mangan, Miss. Mary",,0,0,3,364850,Q,0,768
,male,24.15,"Moran, Mr. Daniel J",,0,1,3,371110,Q,0,769
32.0,male,8.3625,"Gronnestad, Mr. Daniel Danielsen",,0,0,3,8471,S,0,770
24.0,male,9.5,"Lievens, Mr. Rene Aime",,0,0,3,345781,S,0,771
48.0,male,7.8542,"Jensen, Mr. Niels Peder",,0,0,3,350047,S,0,772
57.0,female,10.5,"Mack, Mrs. (Mary)",E77,0,0,2,S.O./P.P. 3,S,0,773
,male,7.225,"Elias, Mr. Dibo",,0,0,3,2674,C,0,774
54.0,female,23.0,"Hocking, Mrs. Elizabeth (Eliza Needs)",,3,1,2,29105,S,1,775
18.0,male,7.75,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",,0,0,3,347078,S,0,776
,male,7.75,"Tobin, Mr. Roger",F38,0,0,3,383121,Q,0,777
5.0,female,12.475,"Emanuel, Miss. Virginia Ethel",,0,0,3,364516,S,1,778
,male,7.7375,"Kilgannon, Mr. Thomas J",,0,0,3,36865,Q,0,779
43.0,female,211.3375,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",B3,1,0,1,24160,S,1,780
13.0,female,7.2292,"Ayoub, Miss. Banoura",,0,0,3,2687,C,1,781
17.0,female,57.0,"Dick, Mrs. Albert Adrian (Vera Gillespie)",B20,0,1,1,17474,S,1,782
29.0,male,30.0,"Long, Mr. Milton Clyde",D6,0,0,1,113501,S,0,783
,male,23.45,"Johnston, Mr. Andrew G",,2,1,3,W./C. 6607,S,0,784
25.0,male,7.05,"Ali, Mr. William",,0,0,3,SOTON/O.Q. 3101312,S,0,785
25.0,male,7.25,"Harmer, Mr. Abraham (David Lishin)",,0,0,3,374887,S,0,786
18.0,female,7.4958,"Sjoblom, Miss. Anna Sofia",,0,0,3,3101265,S,1,787
8.0,male,29.125,"Rice, Master. George Hugh",,1,4,3,382652,Q,0,788
1.0,male,20.575,"Dean, Master. Bertram Vere",,2,1,3,C.A. 2315,S,1,789
46.0,male,79.2,"Guggenheim, Mr. Benjamin",B82 B84,0,0,1,PC 17593,C,0,790
,male,7.75,"Keane, Mr. Andrew ""Andy""",,0,0,3,12460,Q,0,791
16.0,male,26.0,"Gaskell, Mr. Alfred",,0,0,2,239865,S,0,792
,female,69.55,"Sage, Miss. Stella Anna",,2,8,3,CA. 2343,S,0,793
,male,30.6958,"Hoyt, Mr. William Fisher",,0,0,1,PC 17600,C,0,794
25.0,male,7.8958,"Dantcheff, Mr. Ristiu",,0,0,3,349203,S,0,795
39.0,male,13.0,"Otter, Mr. Richard",,0,0,2,28213,S,0,796
49.0,female,25.9292,"Leader, Dr. Alice (Farnham)",D17,0,0,1,17465,S,1,797
31.0,female,8.6833,"Osman, Mrs. Mara",,0,0,3,349244,S,1,798
30.0,male,7.2292,"Ibrahim Shawah, Mr. Yousseff",,0,0,3,2685,C,0,799
30.0,female,24.15,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",,1,1,3,345773,S,0,800
34.0,male,13.0,"Ponesell, Mr. Martin",,0,0,2,250647,S,0,801
31.0,female,26.25,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",,1,1,2,C.A. 31921,S,1,802
11.0,male,120.0,"Carter, Master. William Thornton II",B96 B98,2,1,1,113760,S,1,803
0.42,male,8.5167,"Thomas, Master. Assad Alexander",,1,0,3,2625,C,1,804
27.0,male,6.975,"Hedman, Mr. Oskar Arvid",,0,0,3,347089,S,1,805
31.0,male,7.775,"Johansson, Mr. Karl Johan",,0,0,3,347063,S,0,806
39.0,male,0.0,"Andrews, Mr. Thomas Jr",A36,0,0,1,112050,S,0,807
18.0,female,7.775,"Pettersson, Miss. Ellen Natalia",,0,0,3,347087,S,0,808
39.0,male,13.0,"Meyer, Mr. August",,0,0,2,248723,S,0,809
33.0,female,53.1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",E8,0,1,1,113806,S,1,810
26.0,male,7.8875,"Alexander, Mr. William",,0,0,3,3474,S,0,811
39.0,male,24.15,"Lester, Mr. James",,0,0,3,A/4 48871,S,0,812
35.0,male,10.5,"Slemen, Mr. Richard James",,0,0,2,28206,S,0,813
6.0,female,31.275,"Andersson, Miss. Ebba Iris Alfrida",,2,4,3,347082,S,0,814
30.5,male,8.05,"Tomlin, Mr. Ernest Portage",,0,0,3,364499,S,0,815
,male,0.0,"Fry, Mr. Richard",B102,0,0,1,112058,S,0,816
23.0,female,7.925,"Heininen, Miss. Wendla Maria",,0,0,3,STON/O2. 3101290,S,0,817
31.0,male,37.0042,"Mallet, Mr. Albert",,1,1,2,S.C./PARIS 2079,C,0,818
43.0,male,6.45,"Holm, Mr. John Fredrik Alexander",,0,0,3,C 7075,S,0,819
10.0,male,27.9,"Skoog, Master. Karl Thorsten",,2,3,3,347088,S,0,820
52.0,female,93.5,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",B69,1,1,1,12749,S,1,821
27.0,male,8.6625,"Lulic, Mr. Nikola",,0,0,3,315098,S,1,822
38.0,male,0.0,"Reuchlin, Jonkheer. John George",,0,0,1,19972,S,0,823
27.0,female,12.475,"Moor, Mrs. (Beila)",E121,1,0,3,392096,S,1,824
2.0,male,39.6875,"Panula, Master. Urho Abraham",,1,4,3,3101295,S,0,825
,male,6.95,"Flynn, Mr. John",,0,0,3,368323,Q,0,826
,male,56.4958,"Lam, Mr. Len",,0,0,3,1601,S,0,827
1.0,male,37.0042,"Mallet, Master. Andre",,2,0,2,S.C./PARIS 2079,C,1,828
,male,7.75,"McCormack, Mr. Thomas Joseph",,0,0,3,367228,Q,1,829
62.0,female,80.0,"Stone, Mrs. George Nelson (Martha Evelyn)",B28,0,0,1,113572,,1,830
15.0,female,14.4542,"Yasbeck, Mrs. Antoni (Selini Alexander)",,0,1,3,2659,C,1,831
0.83,male,18.75,"Richards, Master. George Sibley",,1,1,2,29106,S,1,832
,male,7.2292,"Saad, Mr. Amin",,0,0,3,2671,C,0,833
23.0,male,7.8542,"Augustsson, Mr. Albert",,0,0,3,347468,S,0,834
18.0,male,8.3,"Allum, Mr. Owen George",,0,0,3,2223,S,0,835
39.0,female,83.1583,"Compton, Miss. Sara Rebecca",E49,1,1,1,PC 17756,C,1,836
21.0,male,8.6625,"Pasic, Mr. Jakob",,0,0,3,315097,S,0,837
,male,8.05,"Sirota, Mr. Maurice",,0,0,3,392092,S,0,838
32.0,male,56.4958,"Chip, Mr. Chang",,0,0,3,1601,S,1,839
,male,29.7,"Marechal, Mr. Pierre",C47,0,0,1,11774,C,1,840
20.0,male,7.925,"Alhomaki, Mr. Ilmari Rudolf",,0,0,3,SOTON/O2 3101287,S,0,841
16.0,male,10.5,"Mudd, Mr. Thomas Charles",,0,0,2,S.O./P.P. 3,S,0,842
30.0,female,31.0,"Serepeca, Miss. Augusta",,0,0,1,113798,C,1,843
34.5,male,6.4375,"Lemberopolous, Mr. Peter L",,0,0,3,2683,C,0,844
17.0,male,8.6625,"Culumovic, Mr. Jeso",,0,0,3,315090,S,0,845
42.0,male,7.55,"Abbing, Mr. Anthony",,0,0,3,C.A. 5547,S,0,846
,male,69.55,"Sage, Mr. Douglas Bullen",,2,8,3,CA. 2343,S,0,847
35.0,male,7.8958,"Markoff, Mr. Marin",,0,0,3,349213,C,0,848
28.0,male,33.0,"Harper, Rev. John",,1,0,2,248727,S,0,849
,female,89.1042,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",C92,0,1,1,17453,C,1,850
4.0,male,31.275,"Andersson, Master. Sigvard Harald Elias",,2,4,3,347082,S,0,851
74.0,male,7.775,"Svensson, Mr. Johan",,0,0,3,347060,S,0,852
9.0,female,15.2458,"Boulos, Miss. Nourelain",,1,1,3,2678,C,0,853
16.0,female,39.4,"Lines, Miss. Mary Conover",D28,1,0,1,PC 17592,S,1,854
44.0,female,26.0,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",,0,1,2,244252,S,0,855
18.0,female,9.35,"Aks, Mrs. Sam (Leah Rosen)",,1,0,3,392091,S,1,856
45.0,female,164.8667,"Wick, Mrs. George Dennick (Mary Hitchcock)",,1,1,1,36928,S,1,857
51.0,male,26.55,"Daly, Mr. Peter Denis ",E17,0,0,1,113055,S,1,858
24.0,female,19.2583,"Baclini, Mrs. Solomon (Latifa Qurban)",,3,0,3,2666,C,1,859
,male,7.2292,"Razi, Mr. Raihed",,0,0,3,2629,C,0,860
41.0,male,14.1083,"Hansen, Mr. Claus Peter",,0,2,3,350026,S,0,861
21.0,male,11.5,"Giles, Mr. Frederick Edward",,0,1,2,28134,S,0,862
48.0,female,25.9292,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",D17,0,0,1,17466,S,1,863
,female,69.55,"Sage, Miss. Dorothy Edith ""Dolly""",,2,8,3,CA. 2343,S,0,864
24.0,male,13.0,"Gill, Mr. John William",,0,0,2,233866,S,0,865
42.0,female,13.0,"Bystrom, Mrs. (Karolina)",,0,0,2,236852,S,1,866
27.0,female,13.8583,"Duran y More, Miss. Asuncion",,0,1,2,SC/PARIS 2149,C,1,867
31.0,male,50.4958,"Roebling, Mr. Washington Augustus II",A24,0,0,1,PC 17590,S,0,868
,male,9.5,"van Melkebeke, Mr. Philemon",,0,0,3,345777,S,0,869
4.0,male,11.1333,"Johnson, Master. Harold Theodor",,1,1,3,347742,S,1,870
26.0,male,7.8958,"Balkic, Mr. Cerin",,0,0,3,349248,S,0,871
47.0,female,52.5542,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",D35,1,1,1,11751,S,1,872
33.0,male,5.0,"Carlsson, Mr. Frans Olof",B51 B53 B55,0,0,1,695,S,0,873
47.0,male,9.0,"Vander Cruyssen, Mr. Victor",,0,0,3,345765,S,0,874
28.0,female,24.0,"Abelson, Mrs. Samuel (Hannah Wizosky)",,0,1,2,P/PP 3381,C,1,875
15.0,female,7.225,"Najib, Miss. Adele Kiamie ""Jane""",,0,0,3,2667,C,1,876
20.0,male,9.8458,"Gustafsson, Mr. Alfred Ossian",,0,0,3,7534,S,0,877
19.0,male,7.8958,"Petroff, Mr. Nedelio",,0,0,3,349212,S,0,878
,male,7.8958,"Laleff, Mr. Kristo",,0,0,3,349217,S,0,879
56.0,female,83.1583,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",C50,1,0,1,11767,C,1,880
25.0,female,26.0,"Shelley, Mrs. William (Imanita Parrish Hall)",,1,0,2,230433,S,1,881
33.0,male,7.8958,"Markun, Mr. Johann",,0,0,3,349257,S,0,882
22.0,female,10.5167,"Dahlberg, Miss. Gerda Ulrika",,0,0,3,7552,S,0,883
28.0,male,10.5,"Banfield, Mr. Frederick James",,0,0,2,C.A./SOTON 34068,S,0,884
25.0,male,7.05,"Sutehall, Mr. Henry Jr",,0,0,3,SOTON/OQ 392076,S,0,885
39.0,female,29.125,"Rice, Mrs. William (Margaret Norton)",,5,0,3,382652,Q,0,886
27.0,male,13.0,"Montvila, Rev. Juozas",,0,0,2,211536,S,0,887
19.0,female,30.0,"Graham, Miss. Margaret Edith",B42,0,0,1,112053,S,1,888
,female,23.45,"Johnston, Miss. Catherine Helen ""Carrie""",,2,1,3,W./C. 6607,S,0,889
26.0,male,30.0,"Behr, Mr. Karl Howell",C148,0,0,1,111369,C,1,890
32.0,male,7.75,"Dooley, Mr. Patrick",,0,0,3,370376,Q,0,891
